MeterNo,SIP End Date and time,V,V,V,A,A,A,kWh Abs,kVArh+ Abs,kVArh- Abs,kVAh Abs,,DataStatus,Units
27299286,21-05-2023 17:00,231.33 V,232.84 V,234.1 V,5.87 A,6.01 A,5.8 A,2.01 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.05 kVAh Abs,0.98,1,2
27299286,21-05-2023 17:30,232.65 V,234.34 V,235.26 V,3.64 A,3.78 A,3.57 A,1.21 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.29 kVAh Abs,0.938,1,2
27299286,21-05-2023 18:00,233.83 V,235.42 V,236.05 V,2.34 A,2.5 A,2.33 A,0.7 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.85 kVAh Abs,0.824,1,2
27299286,21-05-2023 18:30,234.43 V,235.47 V,236.03 V,1.66 A,1.82 A,1.68 A,0.4 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.61 kVAh Abs,0.656,1,2
27299286,21-05-2023 19:00,234.56 V,236.01 V,236.3 V,1.3 A,1.47 A,1.38 A,0.12 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.49 kVAh Abs,0.245,1,2
27299286,21-05-2023 19:30,233.4 V,235.27 V,235.06 V,1.25 A,1.4 A,1.36 A,0.04 kWh Abs,0.08 kVArh+ Abs,0.4 kVArh- Abs,0.04 kVAh Abs,-1,1,2
27299286,21-05-2023 20:00,231.68 V,233.34 V,233.07 V,0.2 A,0.2 A,0.2 A,0.01 kWh Abs,0 kVArh+ Abs,0.08 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-05-2023 20:30,230.43 V,231.43 V,230.94 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-05-2023 21:00,228.87 V,230.65 V,230.57 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-05-2023 21:30,229.47 V,229.42 V,229.46 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-05-2023 22:00,228.91 V,228.88 V,229.25 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-05-2023 22:30,226.35 V,227.3 V,227.46 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,21-05-2023 23:00,224.65 V,225.99 V,225.84 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,21-05-2023 23:30,222.99 V,224.74 V,225.78 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-05-2023 00:00,223.5 V,225.48 V,226.59 V,0.12 A,0.11 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-05-2023 00:30,224.6 V,226.81 V,227.85 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-05-2023 01:00,225.73 V,228.04 V,228.96 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-05-2023 01:30,227.09 V,229.85 V,230.79 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-05-2023 02:00,223.37 V,225.89 V,227.22 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-05-2023 02:30,221.87 V,224.63 V,225.75 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-05-2023 03:00,222.8 V,225.67 V,227.05 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-05-2023 03:30,224 V,226.69 V,228.41 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-05-2023 04:00,225.16 V,227.73 V,229.21 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-05-2023 04:30,225.89 V,228.81 V,230.11 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-05-2023 05:00,226.35 V,229.17 V,229.98 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-05-2023 05:30,226.33 V,229.7 V,230.36 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-05-2023 06:00,227 V,230.51 V,230.11 V,1:00 AM,1.14 A,1.08 A,0.03 kWh Abs,0.28 kVArh+ Abs,0.08 kVArh- Abs,0.19 kVAh Abs,0.158,1,2
27299286,22-05-2023 06:30,228.87 V,231.74 V,229.11 V,1.44 A,1.64 A,1.48 A,0.25 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,0.53 kVAh Abs,0.472,1,2
27299286,22-05-2023 07:00,229.39 V,231.89 V,231.86 V,2.03 A,2.19 A,2.03 A,0.57 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,0.72 kVAh Abs,0.792,1,2
27299286,22-05-2023 07:30,228.64 V,231.03 V,230.9 V,2.8 A,2.96 A,2.74 A,0.87 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,0.98 kVAh Abs,0.888,1,2
27299286,22-05-2023 08:00,227.2 V,229.17 V,229.13 V,3.68 A,3.85 A,3.63 A,1.2 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.28 kVAh Abs,0.938,1,2
27299286,22-05-2023 08:30,224.84 V,226.79 V,226.22 V,4.91 A,5.06 A,4.84 A,1.63 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,1.67 kVAh Abs,0.976,1,2
27299286,22-05-2023 09:00,225.13 V,227.3 V,226.94 V,6.25 A,6.4 A,6.15 A,2.09 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,2.13 kVAh Abs,0.981,1,2
27299286,22-05-2023 09:30,226.49 V,228.5 V,228.93 V,11:00 AM,11.16 A,10.91 A,3.75 kWh Abs,0.36 kVArh+ Abs,0 kVArh- Abs,3.77 kVAh Abs,0.995,1,2
27299286,22-05-2023 10:00,228.43 V,229.69 V,229.97 V,15.48 A,15.63 A,15.38 A,5.33 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,5.34 kVAh Abs,0.998,1,2
27299286,22-05-2023 10:30,228.59 V,229.67 V,230.91 V,19 A,19.17 A,18.89 A,6.54 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,6.55 kVAh Abs,0.998,1,2
27299286,22-05-2023 11:00,226.64 V,227.77 V,228.48 V,21.41 A,21.59 A,21.27 A,7.32 kWh Abs,0.28 kVArh+ Abs,0 kVArh- Abs,7.32 kVAh Abs,1,1,2
27299286,22-05-2023 11:30,227.67 V,228.63 V,228.91 V,22.93 A,23.11 A,22.8 A,7.86 kWh Abs,0.26 kVArh+ Abs,0 kVArh- Abs,7.87 kVAh Abs,0.999,1,2
27299286,22-05-2023 12:00,229.17 V,228.64 V,230.5 V,23.97 A,24.17 A,23.88 A,8.26 kWh Abs,0.27 kVArh+ Abs,0 kVArh- Abs,8.26 kVAh Abs,1,1,2
27299286,22-05-2023 12:30,227.61 V,227.9 V,229.49 V,23.61 A,23.8 A,23.51 A,8.09 kWh Abs,0.25 kVArh+ Abs,0 kVArh- Abs,8.1 kVAh Abs,0.999,1,2
27299286,22-05-2023 13:00,228.76 V,229.35 V,230.73 V,21.84 A,22.03 A,21.74 A,7.53 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,7.53 kVAh Abs,1,1,2
27299286,22-05-2023 13:30,232.71 V,233.36 V,235.43 V,21.6 A,21.81 A,21.5 A,7.58 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.59 kVAh Abs,0.999,1,2
27299286,22-05-2023 14:00,235.02 V,234.96 V,236.99 V,20.19 A,20.41 A,20.13 A,7.15 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,7.16 kVAh Abs,0.999,1,2
27299286,22-05-2023 14:30,231.03 V,231.09 V,232.86 V,18.8 A,19 A,18.74 A,6.55 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,6.55 kVAh Abs,1,1,2
27299286,22-05-2023 15:00,230.84 V,231.13 V,232.55 V,15.83 A,15.98 A,15.77 A,5.5 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,5.51 kVAh Abs,0.998,1,2
27299286,22-05-2023 15:30,231.73 V,232.21 V,233.91 V,11.6 A,11.74 A,11.53 A,4.04 kWh Abs,0.37 kVArh+ Abs,0 kVArh- Abs,4.06 kVAh Abs,0.995,1,2
27299286,22-05-2023 16:00,230.99 V,231.54 V,233.69 V,9.55 A,9.72 A,9.51 A,3.32 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.34 kVAh Abs,0.994,1,2
27299286,22-05-2023 16:30,231.99 V,231.27 V,234.01 V,8.22 A,8.4 A,8.2 A,2.86 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,2.89 kVAh Abs,0.99,1,2
27299286,22-05-2023 17:00,232.14 V,231.44 V,233.85 V,5.59 A,5.75 A,5.58 A,1.92 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.97 kVAh Abs,0.975,1,2
27299286,22-05-2023 17:30,231.08 V,231.33 V,232.81 V,3.89 A,4:00 AM,3.83 A,1.29 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.36 kVAh Abs,0.949,1,2
27299286,22-05-2023 18:00,234.09 V,234.35 V,235.54 V,2.54 A,2.66 A,2.5 A,0.78 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.9 kVAh Abs,0.867,1,2
27299286,22-05-2023 18:30,236.25 V,236.58 V,237.69 V,1.68 A,1.84 A,1.69 A,0.39 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.62 kVAh Abs,0.629,1,2
27299286,22-05-2023 19:00,235.88 V,237.9 V,237.95 V,1.3 A,1.48 A,1.39 A,0.12 kWh Abs,0.46 kVArh+ Abs,0.01 kVArh- Abs,0.4 kVAh Abs,0.3,1,2
27299286,22-05-2023 19:30,234.81 V,237.01 V,237.4 V,1.26 A,1.4 A,1.39 A,0.04 kWh Abs,0 kVArh+ Abs,0.48 kVArh- Abs,0.04 kVAh Abs,-1,1,2
27299286,22-05-2023 20:00,233.44 V,235.31 V,235.37 V,0.17 A,0.18 A,0.18 A,0.01 kWh Abs,0 kVArh+ Abs,0.06 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-05-2023 20:30,232.7 V,234.35 V,234.09 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-05-2023 21:00,230.69 V,232.88 V,233.2 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-05-2023 21:30,229.53 V,231.28 V,231.43 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-05-2023 22:00,229.07 V,230.73 V,230.74 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-05-2023 22:30,227.62 V,228.89 V,230.09 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,22-05-2023 23:00,226.47 V,229.41 V,230.34 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,22-05-2023 23:30,227.69 V,230.49 V,231.86 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,23-05-2023 00:00,229.89 V,231.9 V,233.22 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,23-05-2023 00:30,228.6 V,231.41 V,232.49 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,23-05-2023 01:00,229.53 V,232.7 V,233.5 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,23-05-2023 01:30,230.64 V,233.31 V,234.4 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,23-05-2023 02:00,231.64 V,234.89 V,235.74 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,23-05-2023 02:30,232.45 V,234.93 V,236.11 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,23-05-2023 03:00,232.92 V,235.31 V,236.62 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,23-05-2023 03:30,230.79 V,233.05 V,234.81 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,23-05-2023 04:00,230.14 V,232.89 V,234.01 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,23-05-2023 04:30,231.08 V,233.88 V,234.59 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,23-05-2023 05:00,231.14 V,234.17 V,234.94 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,23-05-2023 05:30,231.31 V,233.96 V,234.58 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,23-05-2023 06:00,232.15 V,234.36 V,234.72 V,1.06 A,1.18 A,1.13 A,0.04 kWh Abs,0.29 kVArh+ Abs,0.11 kVArh- Abs,0.22 kVAh Abs,0.182,1,2
27299286,23-05-2023 06:30,232.67 V,235.03 V,235.21 V,1.48 A,1.64 A,1.53 A,0.28 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.55 kVAh Abs,0.509,1,2
27299286,23-05-2023 07:00,233.05 V,235.17 V,235.91 V,2.01 A,2.17 A,2.03 A,0.57 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.73 kVAh Abs,0.781,1,2
27299286,23-05-2023 07:30,232.29 V,235.28 V,235.83 V,2.73 A,2.89 A,2.69 A,0.86 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,0.97 kVAh Abs,0.887,1,2
27299286,23-05-2023 08:00,230.97 V,234.01 V,233.68 V,3.71 A,3.86 A,3.63 A,1.23 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.31 kVAh Abs,0.939,1,2
27299286,23-05-2023 08:30,230.04 V,232.68 V,232.44 V,4.93 A,5.09 A,4.83 A,1.67 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,1.72 kVAh Abs,0.971,1,2
27299286,23-05-2023 09:00,229.36 V,230.87 V,230.7 V,6.46 A,6.62 A,6.36 A,2.2 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,2.24 kVAh Abs,0.982,1,2
27299286,23-05-2023 09:30,229.23 V,231.13 V,231.79 V,11.21 A,11.38 A,11.13 A,3.87 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,3.9 kVAh Abs,0.992,1,2
27299286,23-05-2023 10:00,231.76 V,233.64 V,234 V,12.98 A,13.12 A,12.9 A,4.54 kWh Abs,0.36 kVArh+ Abs,0 kVArh- Abs,4.55 kVAh Abs,0.998,1,2
27299286,23-05-2023 10:30,229.97 V,231.72 V,232.42 V,18.86 A,19.01 A,18.76 A,6.55 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,6.55 kVAh Abs,1,1,2
27299286,23-05-2023 11:00,230.98 V,232.22 V,232.5 V,20.58 A,20.74 A,20.48 A,7.15 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,7.16 kVAh Abs,0.999,1,2
27299286,23-05-2023 11:30,231.9 V,232.36 V,232.22 V,20.51 A,20.67 A,20.44 A,7.15 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.16 kVAh Abs,0.999,1,2
27299286,23-05-2023 12:00,231.51 V,231.03 V,232.4 V,23.47 A,23.68 A,23.41 A,8.17 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,8.17 kVAh Abs,1,1,2
27299286,23-05-2023 12:30,230.66 V,230.42 V,231.47 V,18.04 A,18.2 A,17.98 A,6.25 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,6.26 kVAh Abs,0.998,1,2
27299286,23-05-2023 13:00,230.12 V,230.92 V,231.67 V,17.93 A,18.11 A,17.87 A,6.22 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.23 kVAh Abs,0.998,1,2
27299286,23-05-2023 13:30,232.25 V,233.95 V,233.66 V,21.71 A,21.87 A,21.6 A,7.6 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.61 kVAh Abs,0.999,1,2
27299286,23-05-2023 14:00,230.29 V,231.08 V,231.88 V,20.52 A,20.68 A,20.43 A,7.12 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.12 kVAh Abs,1,1,2
27299286,23-05-2023 14:30,227.48 V,227.86 V,228.9 V,19.11 A,19.25 A,19.02 A,6.54 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,6.55 kVAh Abs,0.998,1,2
27299286,23-05-2023 15:00,225.93 V,225.53 V,226.28 V,16.3 A,16.4 A,16.24 A,5.52 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,5.53 kVAh Abs,0.998,1,2
27299286,23-05-2023 15:30,226.66 V,226.68 V,227.15 V,12.66 A,12.75 A,12.58 A,4.3 kWh Abs,0.35 kVArh+ Abs,0 kVArh- Abs,4.31 kVAh Abs,0.998,1,2
27299286,23-05-2023 16:00,228.61 V,228.66 V,229 V,9.72 A,9.81 A,9.64 A,3.31 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,3.34 kVAh Abs,0.991,1,2
27299286,23-05-2023 16:30,229.75 V,230.98 V,232.04 V,8.04 A,8.17 A,7.98 A,2.77 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,2.79 kVAh Abs,0.993,1,2
27299286,23-05-2023 17:00,229.77 V,231.21 V,231.62 V,3.53 A,3.64 A,3.46 A,1.15 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.23 kVAh Abs,0.935,1,2
27299286,23-05-2023 17:30,231.5 V,233.55 V,233.61 V,2.84 A,2.95 A,2.77 A,0.89 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1 kVAh Abs,0.89,1,2
27299286,23-05-2023 18:00,231.33 V,234.17 V,234.65 V,2.12 A,2.28 A,2.11 A,0.61 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,0.76 kVAh Abs,0.803,1,2
27299286,23-05-2023 18:30,234.08 V,236.4 V,236.56 V,1.4 A,1.61 A,1.49 A,0.23 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.54 kVAh Abs,0.426,1,2
27299286,23-05-2023 19:00,232.87 V,234.78 V,235.28 V,1.24 A,1.42 A,1.37 A,0.04 kWh Abs,0.38 kVArh+ Abs,0.1 kVArh- Abs,0.29 kVAh Abs,0.138,1,2
27299286,23-05-2023 19:30,229.31 V,231 V,231.48 V,1.18 A,1.35 A,1.32 A,0.05 kWh Abs,0 kVArh+ Abs,0.44 kVArh- Abs,0.04 kVAh Abs,-1,1,2
27299286,23-05-2023 20:00,229.38 V,231.23 V,231.16 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,23-05-2023 20:30,230.32 V,231.93 V,232.36 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,23-05-2023 21:00,231.27 V,232.23 V,232.66 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,23-05-2023 21:30,232.44 V,232.63 V,233.91 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,23-05-2023 22:00,230.66 V,231.68 V,232.12 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,23-05-2023 22:30,228.55 V,229.89 V,230.9 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,23-05-2023 23:00,227.71 V,229.48 V,230.78 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,23-05-2023 23:30,228.54 V,230.72 V,231.68 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,24-05-2023 00:00,228.44 V,231.11 V,231.45 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,24-05-2023 00:30,228.13 V,231.11 V,232.13 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,24-05-2023 01:00,228.13 V,231.61 V,232.47 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,24-05-2023 01:30,229.13 V,231.98 V,233.08 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,24-05-2023 02:00,229.5 V,232.9 V,233.76 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,24-05-2023 02:30,230.31 V,234.21 V,234.82 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,24-05-2023 03:00,230.96 V,234.46 V,235.57 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,24-05-2023 03:30,232.48 V,235.3 V,236.19 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,24-05-2023 04:00,233.67 V,236.01 V,236.64 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,24-05-2023 04:30,233.91 V,236.13 V,236.78 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,24-05-2023 05:00,234.21 V,236.88 V,237.14 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,24-05-2023 05:30,234.36 V,237.01 V,237.03 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,24-05-2023 06:00,234.1 V,236.03 V,236.65 V,0.99 A,1.12 A,1.08 A,0.04 kWh Abs,0.31 kVArh+ Abs,0.05 kVArh- Abs,0.25 kVAh Abs,0.16,1,2
27299286,24-05-2023 06:30,234.11 V,236.86 V,237.16 V,1.4 A,1.58 A,1.46 A,0.22 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.52 kVAh Abs,0.423,1,2
27299286,24-05-2023 07:00,234.4 V,237.36 V,237.52 V,1.59 A,1.76 A,1.63 A,0.35 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.6 kVAh Abs,0.583,1,2
27299286,24-05-2023 07:30,235.13 V,238.31 V,237.71 V,2.21 A,2.34 A,2.19 A,0.63 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.8 kVAh Abs,0.787,1,2
27299286,24-05-2023 08:00,235.01 V,237.64 V,237.34 V,3.75 A,3.87 A,3.66 A,1.26 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.33 kVAh Abs,0.947,1,2
27299286,24-05-2023 08:30,233.55 V,235.81 V,235.76 V,4.95 A,5.08 A,4.84 A,1.69 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.75 kVAh Abs,0.966,1,2
27299286,24-05-2023 09:00,232.31 V,233.39 V,233.5 V,6.9 A,7:00 AM,6.76 A,2.27 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,2.31 kVAh Abs,0.983,1,2
27299286,24-05-2023 09:30,232.5 V,233.77 V,233.04 V,10.51 A,10.6 A,10.35 A,3.65 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.67 kVAh Abs,0.995,1,2
27299286,24-05-2023 10:00,232.85 V,234.33 V,233.61 V,7.34 A,7.44 A,7.21 A,2.52 kWh Abs,0.4 kVArh+ Abs,0.01 kVArh- Abs,2.55 kVAh Abs,0.988,1,2
27299286,24-05-2023 10:30,232.32 V,234.27 V,233.79 V,17.6 A,17.69 A,17.43 A,6.16 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.18 kVAh Abs,0.997,1,2
